date,open,high,low,close,volume,labels
2021-12-20,112.3,112.6,107.12,110.48,61855641,0
2021-12-21,113.46,114.86,111.36,114.56,36799848,0
2021-12-22,114.88,118.34,114.7,118.34,29730359,0
2021-12-23,118.48,123.8,118.32,120.84,31442439,1
2021-12-24,122.02,123.24,120.6781,121.62,5480584,1
2021-12-29,123.92,125.86,121.78,121.88,24630670,0
2021-12-30,122.0,123.32,120.88,123.08,11207780,1
2021-12-31,121.7,122.88,121.02,122.88,5261705,0
2022-01-04,126.62,128.34,126.1,127.08,38946719,0
2022-01-05,126.74,128.8751,124.94,128.54,25212461,0
2022-01-06,125.48,129.38,125.0,126.28,25022670,0
2022-01-07,126.6,127.5,123.46,127.14,22908000,0
2022-01-10,127.48,129.62,126.22,127.66,33344301,0
2022-01-11,128.1,129.0013,125.38,127.0,26391961,0
2022-01-12,128.0,128.5,126.6,126.88,22263350,0
2022-01-13,126.02,127.9,125.74,127.7,24820721,0
2022-01-14,125.54,126.6606,125.16,125.24,28278760,0
2022-01-17,126.66,126.98,125.44,125.9,14345120,0
2022-01-18,126.0,127.06,123.34,125.66,25345641,0
2022-01-19,124.48,125.16,122.78,123.14,28830051,0
2022-01-20,123.94,124.86,122.78,123.72,21634520,0
2022-01-21,123.5,123.52,118.3935,119.72,23958420,0
2022-01-24,118.52,119.0,112.24,113.0,60870859,0
2022-01-25,115.0,117.78,114.08,115.84,51174801,0
2022-01-26,117.48,119.94,116.9,117.68,34337648,0
2022-01-27,114.94,118.023,114.7,115.5,23679859,0
2022-01-28,114.48,115.2136,111.52,113.02,51618871,1
2022-01-31,114.78,115.58,112.78,114.5,27112869,0
2022-02-01,115.54,117.24,115.14,117.22,25425340,0
2022-02-02,118.0,118.36,115.02,115.2,21938680,0
2022-02-03,114.94,117.32,114.62,116.66,23459461,0
2022-02-04,117.5,117.98,111.94,113.6,42482199,1
2022-02-07,114.6,115.58,113.24,115.58,24527150,0
2022-02-08,115.0,117.78,114.7,117.22,43362500,0
2022-02-09,118.34,121.14,117.92,119.86,40747910,0
2022-02-10,120.06,122.72,119.66,122.72,38618406,0
2022-02-11,121.1,122.12,119.3312,120.9,22797070,0
2022-02-14,117.62,119.0,113.64,117.7,42429609,0
2022-02-15,117.06,120.32,116.14,120.32,23416131,0
2022-02-16,121.02,121.72,119.18,121.72,81515797,0
2022-02-17,119.8,121.7,118.02,118.02,21791230,0
2022-02-18,117.96,119.64,116.92,117.06,32293500,0
2022-02-21,117.94,119.4,114.72,114.72,19718699,0
2022-02-22,111.44,119.2,110.56,118.02,30155000,0
2022-02-23,118.1,122.1,117.3,117.7,41688152,0
2022-02-24,102.0,107.652,95.07,102.38,225538594,0
2022-02-25,105.28,108.16,102.1,106.08,86773531,0
2022-02-28,104.84,105.644,99.93,103.5,83595375,0
2022-03-01,102.62,104.94,92.0,92.0,100521398,0
2022-03-02,91.69,98.67,87.02,98.23,114508898,0
2022-03-03,99.3,99.3609,94.65,95.0,46842141,0
2022-03-04,93.32,94.4707,87.3,90.23,92849312,0
2022-03-07,86.72,92.59,83.4851,88.21,66690930,0
2022-03-08,86.0,94.82,85.5,91.38,62927219,0
2022-03-09,93.09,98.635,93.09,94.38,46702328,0
2022-03-10,95.58,96.3792,89.5,91.73,47418289,0
2022-03-11,92.28,96.3,91.55,93.51,34078391,0
2022-03-14,95.66,97.24,92.42,93.78,36611352,0
2022-03-15,93.3,94.25,90.22,92.27,46417578,0
2022-03-16,93.8,96.99,93.2339,94.38,85690367,0
2022-03-17,95.24,96.19,90.89,94.18,70475203,0
2022-03-18,94.81,94.81,90.9,93.18,50517793,0
2022-03-21,93.83,94.011,92.1,93.1,29122930,0
2022-03-22,93.5,94.95,92.19,94.79,38257762,0
2022-03-23,94.78,95.5,92.06,92.06,29548689,0
2022-03-24,92.14,93.35,90.38,92.3,29501221,1
2022-03-25,92.33,111.0,91.03,110.14,139583594,0
2022-03-28,100.2,103.67,96.848,98.38,159095297,0
2022-03-29,99.42,104.16,97.61,102.38,60054688,0
2022-03-30,101.94,103.384,99.57,103.06,45935738,0
2022-03-31,103.98,105.3,99.72,101.1,38591770,0
2022-04-01,101.2,101.76,99.2,99.37,32598939,0
2022-04-04,101.24,102.1572,98.0552,100.36,42124801,0
2022-04-05,100.12,100.5396,97.0,98.66,42864660,0
2022-04-06,98.66,99.688,94.9,96.46,41744719,0
2022-04-07,96.91,97.77,94.75,94.75,34175793,0
2022-04-08,96.25,96.5077,94.28,94.28,50595801,0
2022-04-11,94.18,96.82,92.1384,95.0,30544711,0
2022-04-12,90.0,91.38,88.06,89.79,91530281,0
2022-04-13,89.0,90.03,87.85,90.03,46586859,0
2022-04-14,90.32,93.52,89.6,93.43,53922129,0
2022-04-19,93.5,95.85,93.0,95.5,39404020,0
2022-04-20,95.35,96.75,93.39,93.42,107908305,0
2022-04-21,94.07,97.449,93.8,96.6,35334551,0
2022-04-22,95.0,95.81,91.57,91.57,35688820,0
2022-04-25,90.0,91.52,86.83,86.83,64466551,0
2022-04-26,88.21,89.01,84.11,84.11,49558367,0
2022-04-27,84.4,85.79,82.37,82.38,52761660,0
2022-04-28,83.2,84.89,82.11,83.31,41356160,0
2022-04-29,85.0,86.19,82.35,83.29,35423961,0
2022-05-03,82.99,84.6,82.2349,84.2,41494527,0
2022-05-04,85.4,85.42,83.22,83.22,33702961,0
2022-05-05,85.24,86.22,81.69,81.74,27009949,0
2022-05-06,81.5,82.0,78.44,80.31,49341711,0
2022-05-09,80.2,80.71,78.5,78.5,34503594,0
2022-05-10,79.76,80.7,78.14,78.25,38987289,0
2022-05-11,78.91,81.88,77.865,80.5,50353992,0
2022-05-12,79.63,83.27,78.31,81.38,40624078,0
2022-05-13,82.0,84.77,81.24,83.85,34762039,0
2022-05-16,84.0,84.25,80.67,80.68,39566301,0
2022-05-17,81.21,81.55,78.91,81.21,45440367,0
2022-05-18,81.65,86.13,81.22,84.78,43140633,0
2022-05-19,83.22,83.65,80.3928,83.03,39627711,0
2022-05-20,83.37,85.11,82.39,83.31,42166910,0
2022-05-23,84.66,84.8325,82.04,83.14,24904990,0
2022-05-24,82.21,82.3194,80.02,80.08,43225961,1
2022-05-25,81.0,83.52,80.18,83.52,28545420,0
2022-05-26,83.9,86.49,83.27,86.44,26385711,0
2022-05-27,86.03,87.5,85.1924,86.91,20696730,0
2022-05-30,88.43,89.99,87.04,88.99,36551539,0
2022-05-31,88.4,89.598,86.14,86.69,52757461,1
2022-06-01,87.92,89.78,87.31,88.73,24408910,0
2022-06-06,90.0,93.81,89.03,92.92,43645340,0
2022-06-07,91.5,93.27,91.38,91.86,26031029,0
2022-06-08,92.22,94.22,92.22,92.39,28060330,0
2022-06-09,91.96,93.4077,90.53,91.69,37795398,0
2022-06-10,90.64,90.8548,87.99,87.99,31027020,0
2022-06-13,87.56,89.89,85.71,86.17,42629559,0
2022-06-14,87.57,89.67,85.77,87.92,25494750,0
2022-06-15,87.71,91.7,87.71,90.69,34660238,0
2022-06-16,90.11,90.5,86.54,87.09,35142738,0
2022-06-17,87.11,90.43,84.53,87.71,40797102,1
2022-06-20,88.46,91.87,87.4,91.5,80120430,0
2022-06-21,92.36,93.0,90.83,90.83,18973830,0
2022-06-22,89.72,89.72,84.57,86.11,43418660,0
2022-06-23,86.0,86.03,81.85,81.85,42480289,0
2022-06-24,82.17,82.6825,79.08,80.94,46659031,0
2022-06-27,81.29,84.2,81.0,81.81,48517379,0
2022-06-28,83.0,89.1,82.7156,87.14,39811340,0
2022-06-29,85.92,86.52,84.02,84.2,26970090,0
2022-06-30,82.83,83.98,81.77,82.95,33259961,1
2022-07-01,82.64,87.66,81.76,86.08,31136400,0
2022-07-04,86.48,88.53,85.95,86.54,15921340,0
2022-07-05,88.0,88.0,79.12,79.12,61267262,0
2022-07-06,79.3,82.93,79.3,82.12,30748010,0
2022-07-07,82.33,85.72,82.33,85.26,29744910,0
2022-07-08,86.22,87.52,85.08,87.13,24038779,0
2022-07-11,85.5,87.5497,83.9761,86.74,20691721,1
2022-07-12,85.13,88.78,85.13,88.78,19665811,0
2022-07-13,88.65,90.2,87.14,88.58,33150422,0
2022-07-14,88.51,89.58,85.12,85.32,34455566,0
2022-07-15,85.48,90.49,84.85,89.79,30074721,0
2022-07-18,88.41,92.77,88.41,92.19,26995721,0
2022-07-19,91.38,94.4149,90.27,93.85,19068449,0
2022-07-20,94.8,94.8,91.5605,92.03,28348420,0
2022-07-21,93.03,94.1,91.4,92.35,19689471,0
2022-07-22,92.18,94.17,91.4,92.6,16156350,0
2022-07-25,92.18,93.09,90.96,91.95,17370381,0
2022-07-26,91.32,93.64,87.69,87.69,66967484,0
2022-07-27,88.36,88.81,87.07,87.37,23842801,0
2022-07-28,87.51,88.36,84.44,86.44,25179260,0
2022-07-29,88.36,90.8993,88.18,89.27,33958727,0
2022-08-01,89.57,90.77,88.84,89.04,18794359,0
2022-08-02,88.16,89.73,87.7982,87.8,20959529,0
2022-08-03,88.34,91.39,88.28,90.79,25596600,0
2022-08-04,88.0,88.96,79.8,82.65,144463016,0
2022-08-05,82.65,84.25,81.7409,83.0,40662328,1
2022-08-08,83.15,87.0656,82.96,86.7,44093941,0
2022-08-09,86.34,87.081,84.14,84.66,36623473,0
2022-08-10,84.16,86.14,83.51,85.55,30052949,0
2022-08-11,85.96,86.6781,84.49,84.76,24490301,0
2022-08-12,84.97,85.89,84.2054,85.01,16914590,0
2022-08-15,85.57,85.89,84.72,85.75,14193660,0
2022-08-16,85.73,87.6599,85.54,85.9,21331199,0
2022-08-17,86.0,86.19,82.72,83.5,37278352,0
2022-08-18,83.76,84.5291,83.1648,83.6,13854750,0
2022-08-19,83.01,83.7798,81.08,81.26,28233230,0
2022-08-22,81.48,82.0,79.9,80.4,31905689,0
2022-08-23,80.04,81.39,79.5,80.13,20046910,0
2022-08-24,80.0,80.31,78.73,80.31,23059109,0
2022-08-25,80.22,81.77,79.86,80.53,13438650,0
2022-08-26,81.2,81.28,78.48,78.48,22534381,0
2022-08-30,78.55,80.1,77.37,78.2,25551160,0
2022-08-31,78.55,78.55,76.3,77.0,63097922,0
2022-09-01,75.75,75.9908,69.57,71.31,84867047,1
2022-09-02,72.65,75.2284,71.88,75.07,57327070,0
2022-09-05,73.98,74.17,72.215,74.12,32556891,0
2022-09-06,74.66,78.7,74.0,76.71,81963047,1
2022-09-07,76.36,78.3,75.39,76.75,19141199,1
2022-09-08,77.2,79.2098,76.75,78.28,57178422,0
2022-09-09,79.0,79.7372,78.44,78.44,22276471,0
2022-09-12,79.65,81.2611,79.1172,80.67,21115381,0
2022-09-13,81.17,81.17,78.18,78.27,22057891,0
2022-09-14,77.98,78.63,74.1558,75.16,39445809,0
2022-09-15,76.66,79.75,76.06,76.86,36468551,0
2022-09-16,75.86,77.24,74.84,75.77,41252832,0
2022-09-20,76.0,77.74,75.41,75.82,23451689,0
2022-09-21,74.5,76.4,73.74,74.32,18404869,0
2022-09-22,73.0,74.6,72.0865,73.27,29995760,0
2022-09-23,73.34,75.279,70.47,71.88,58175660,0
2022-09-26,71.04,74.61,71.0,72.67,48993699,0
2022-09-27,72.66,72.97,69.23,69.23,37680832,0
2022-09-28,68.14,68.47,64.44,66.7,67051797,1
2022-09-29,67.41,68.43,65.78,68.26,39354648,0
2022-09-30,69.0,71.05,68.39,69.59,45994328,0
2022-10-03,70.0,70.244,66.44,69.77,33872246,0
2022-10-04,70.4,74.49,70.21,74.47,39848711,0
2022-10-05,73.74,75.37,73.12,73.92,21912230,0
2022-10-06,74.43,75.23,70.75,71.29,24574830,0
2022-10-07,70.81,72.12,69.88,70.6,25910570,0
2022-10-10,69.81,70.94,68.3433,68.89,29299660,0
2022-10-11,68.47,71.41,68.08,69.49,19504869,0
2022-10-12,69.2,69.8,66.07,66.24,29096930,0
2022-10-13,65.71,70.86,65.21,70.01,30441949,0
2022-10-14,71.33,72.01,69.5,70.05,32096070,1
2022-10-17,71.05,71.7,70.09,71.57,21642430,0
2022-10-18,73.12,74.89,71.61,74.28,83013320,0
2022-10-19,74.89,75.66,72.6,74.0,23620910,0
2022-10-20,74.0,74.0764,72.11,73.15,18380471,0
2022-10-21,72.11,73.72,70.89,73.58,22192570,0
2022-10-24,74.13,75.94,73.07,73.5,24265301,0
2022-10-25,74.66,74.66,72.41,73.69,19458109,1
2022-10-26,72.72,75.04,72.53,74.47,23578150,0
2022-10-27,74.84,76.7,73.86,76.34,22582580,1
2022-10-28,75.32,77.57,74.7725,76.99,24188150,0
2022-10-31,77.11,79.423,77.0,78.15,38761594,0
2022-11-01,79.19,82.42,79.05,81.5,49877449,0
2022-11-02,81.6,83.06,81.14,83.06,40179059,0
2022-11-03,80.87,81.23,78.22,80.16,39633809,0
2022-11-04,80.58,85.53,80.3506,85.11,56656910,1
2022-11-07,84.39,86.35,82.8644,86.35,33193301,1
2022-11-08,85.36,88.44,84.2354,88.44,25569961,0
2022-11-09,87.54,89.53,87.02,88.62,22483061,0
2022-11-10,87.74,90.27,85.96,85.96,40197641,1
2022-11-11,87.08,90.81,86.88,89.31,48070461,0
2022-11-14,89.0,92.76,88.97,91.6,54578238,0
2022-11-15,91.23,92.07,89.3,91.11,31866949,0
2022-11-16,91.29,91.49,86.88,87.22,31469180,0
2022-11-17,87.59,87.85,85.89,86.6,21661061,0
2022-11-18,86.54,86.99,85.1,85.49,25787471,0
2022-11-21,85.71,85.9,83.41,84.81,34885887,1
2022-11-22,85.16,85.98,84.03,85.29,29820311,1
2022-11-23,85.46,88.41,84.8,88.41,23250400,0
2022-11-24,88.74,91.05,88.07,91.05,24203939,0
2022-11-25,90.78,91.65,90.48,90.85,17772471,0
2022-11-28,90.3,91.96,88.525,88.62,28954260,0
2022-11-29,88.91,90.26,88.3753,89.12,21040590,0
2022-11-30,90.43,91.95,90.0,90.92,54046922,0
2022-12-01,91.75,91.95,86.25,86.93,44739801,0
2022-12-02,87.06,90.28,86.58,90.25,44499711,0
2022-12-05,90.03,91.07,88.47,90.59,23064029,0
2022-12-06,91.57,94.5,91.22,93.49,57578672,0
2022-12-07,93.18,93.66,90.22,90.53,25954510,0
2022-12-08,90.45,92.11,90.16,91.39,19230010,0
2022-12-09,92.0,94.05,90.82,94.05,35958473,0
2022-12-12,93.98,94.68,92.35,92.84,20761420,0
2022-12-13,93.11,93.338,88.8176,90.61,49918648,0
2022-12-14,90.28,91.1855,89.51,90.29,20404340,0
2022-12-15,89.66,91.0,88.83,89.13,21483051,0
2022-12-16,89.37,90.3873,86.53,87.33,43746398,0
2022-12-19,87.46,89.24,87.0,88.84,16057950,0
2022-12-20,87.66,88.6,86.45,88.43,18056471,0
2022-12-21,89.17,91.14,88.4,91.12,24664420,0
2022-12-22,91.58,93.16,90.61,91.1,21040561,1
2022-12-23,91.04,92.5,90.86,91.68,8154052,0
2022-12-28,92.19,93.53,92.16,92.64,25714119,0
2022-12-29,91.85,92.62,91.02,92.45,17748910,1
2022-12-30,91.75,93.2,91.26,93.2,9029750,0
2023-01-03,94.76,99.58,94.6,98.91,94742594,1
2023-01-04,97.8,101.4,95.75,101.4,62168660,0
2023-01-05,101.78,104.26,101.36,102.66,53910898,0
2023-01-06,103.24,104.8248,102.76,102.9,29053430,0
2023-01-09,103.0,104.26,100.92,103.76,31156119,0
2023-01-10,103.2,105.0,100.4798,101.02,40463059,1
2023-01-11,101.72,103.86,101.4,102.58,28401211,0
2023-01-12,103.5,104.8,102.66,104.0,31432131,0
2023-01-13,104.3,109.56,104.18,108.76,54578008,0
2023-01-16,108.48,108.66,106.36,107.16,57832770,0
2023-01-17,107.3,109.04,107.22,108.54,61277633,0
2023-01-18,108.96,109.46,107.88,108.26,47629488,0
2023-01-19,107.78,109.38,104.64,105.08,44729848,0
2023-01-20,106.06,107.41,104.2136,106.6,26124230,1
2023-01-23,107.0,108.2,105.76,108.2,35895180,0
2023-01-24,109.72,112.08,108.56,111.4,65665156,0
2023-01-25,111.3,112.86,110.9056,111.72,33908020,0
2023-01-26,113.0,115.0,111.72,113.48,41667871,0
2023-01-27,112.2,112.5,108.3,110.2,75400625,0
2023-01-30,109.54,109.74,107.2,109.12,49218441,0
2023-01-31,108.4,108.6176,105.42,105.74,56822680,0
2023-02-01,105.42,106.34,103.2,105.18,41208391,0
2023-02-02,105.5,108.9,105.44,108.74,25445750,0
2023-02-03,108.74,109.44,107.26,109.08,26628119,0
2023-02-06,108.44,108.6678,106.24,108.08,26303949,1
2023-02-07,108.06,109.28,107.14,107.96,60727160,0
2023-02-08,109.02,110.6,107.9,109.22,20061119,0
2023-02-09,109.38,110.4,108.64,108.72,20437680,0
2023-02-10,108.82,109.0,106.13,107.48,22069170,1
2023-02-13,108.06,110.46,107.12,109.46,19855590,0
2023-02-14,109.0,109.241,106.48,108.36,24583020,0
2023-02-15,108.68,112.24,108.44,112.0,42282398,0
2023-02-16,113.0,114.82,112.54,113.8,33897660,0
2023-02-17,112.84,112.88,110.98,112.46,22917020,0
2023-02-20,113.0,113.92,111.08,111.8,16060410,0
2023-02-21,111.36,111.8167,109.8979,109.98,20426551,0
2023-02-22,109.28,109.857,106.69,107.62,35690887,0
2023-02-23,124.0,134.68,118.0,133.1,271613000,0
2023-02-24,131.5,142.38,129.82,136.04,146380609,0
2023-02-27,140.84,145.0,139.12,145.0,85825516,0
2023-02-28,144.58,147.56,143.0,144.94,62199367,1
2023-03-01,145.08,149.38,143.8,148.42,79963391,1
2023-03-02,146.68,148.16,145.24,148.16,64863711,0
2023-03-03,149.16,150.0,148.0,149.64,43048398,0
2023-03-06,150.0,155.06,149.7215,152.78,35345090,0
2023-03-07,151.1,154.9,150.66,153.18,42631898,0
2023-03-08,156.02,158.8,154.28,156.86,59788602,0
2023-03-09,156.02,160.0,155.02,158.04,67071109,0
2023-03-10,154.9,154.9,148.7,150.1,69984195,0
2023-03-13,151.0,152.82,142.1,145.0,74404180,0
2023-03-14,146.98,156.8,145.86,155.2,68289344,0
2023-03-15,154.14,157.46,143.979,144.14,58378121,0
2023-03-16,148.58,151.5,142.54,146.3,42686641,0
2023-03-17,147.98,149.3986,138.8643,140.3,69283828,0
2023-03-20,137.44,142.4701,132.26,140.98,60056898,0
2023-03-21,142.3,150.5,142.3,150.0,68978156,0
2023-03-22,148.86,149.9605,147.3,149.22,31301881,0
2023-03-23,149.14,149.1478,145.32,147.34,37993367,0
2023-03-24,145.38,146.2,141.5678,143.54,33784500,1
2023-03-27,145.56,145.98,143.12,144.34,15552600,1
2023-03-28,145.04,146.06,143.0223,145.34,64632480,0
2023-03-29,145.08,148.5,144.56,148.0,16243250,0
2023-03-30,149.38,150.94,149.0567,150.2,26539150,0
2023-03-31,150.22,152.8,148.66,149.02,34987238,0
2023-04-03,148.0,151.9,147.55,149.65,129721297,0
2023-04-04,151.1,151.1,144.8,145.5,57266352,0
2023-04-05,146.35,147.5051,142.5755,143.75,25273080,1
2023-04-06,143.75,147.95,143.0,147.95,22848990,1
2023-04-11,149.75,150.05,145.35,147.15,69225984,1
2023-04-12,147.5,148.3423,145.7,147.6,21108301,1
2023-04-13,146.75,150.8,146.75,149.15,26045529,1
2023-04-14,149.9,151.342,147.05,149.75,119506703,0
2023-04-17,149.55,151.45,148.4001,151.0,34531391,0
2023-04-18,152.0,155.85,151.525,155.85,32623289,0
2023-04-19,155.1,156.3534,153.6,155.35,40799859,0
2023-04-20,155.05,155.65,153.35,155.0,52655609,0
2023-04-21,154.0,155.3,152.3,154.35,19659029,0
2023-04-24,153.65,155.5,152.75,153.6,25554699,0
2023-04-25,152.5,154.6,150.7,152.9,26353240,0
2023-04-26,153.0,153.5974,150.0,151.95,18974340,0
2023-04-27,151.25,153.65,150.45,152.0,13067480,0
2023-04-28,152.45,153.5,149.8,152.15,20066561,0
2023-05-02,152.35,154.7,149.85,150.5,53793230,0
2023-05-03,150.8,153.55,150.5904,151.9,33091641,0
2023-05-04,150.65,152.9,148.2,149.2,32226180,0
2023-05-05,150.45,152.5,148.925,151.15,28065590,0
2023-05-09,150.9,153.0,149.774,151.65,24779770,0
2023-05-10,152.5,156.3183,152.315,156.3,76845875,0
2023-05-11,153.0,156.3,145.3,145.9,87960930,0
2023-05-12,145.95,150.05,145.95,148.3,32974441,0
2023-05-15,148.45,149.0,144.75,145.1,61153301,0
2023-05-16,147.15,151.0,146.95,148.15,92843391,1
2023-05-17,148.7,152.85,148.35,152.85,53254672,0
2023-05-18,155.0,156.05,153.6312,155.55,28572020,0
2023-05-19,155.55,157.3,155.0,156.0,23113980,0
2023-05-22,157.15,158.55,156.3,157.3,19587670,0
2023-05-23,157.5,158.1,153.025,153.2,22848779,0
2023-05-24,150.3,150.6276,146.0,146.85,33835340,0
2023-05-25,147.4,150.9689,145.95,148.8,31882570,0
2023-05-26,149.45,150.3,147.4,149.05,48710379,0
2023-05-30,149.85,149.85,143.45,144.4,23234850,0
2023-05-31,143.45,146.65,142.4807,143.3,53809887,1
2023-06-01,143.85,146.4,143.556,146.4,15491830,0
2023-06-02,146.7,150.0,146.2,150.0,52556246,0
2023-06-05,150.55,151.35,146.4,147.3,38119289,0
2023-06-06,146.3,148.76,146.1,148.05,19999150,0
2023-06-07,147.9,150.15,147.3264,150.15,21022750,1
2023-06-08,149.4,150.05,146.75,149.45,11900740,1
2023-06-09,149.2,150.4721,147.95,149.25,22006260,1
2023-06-12,148.05,151.37,148.05,150.15,12403860,1
2023-06-13,151.0,151.95,149.1,150.9,41099090,1
2023-06-14,150.4,151.62,150.0,150.75,15491410,1
2023-06-15,150.35,151.02,149.1,150.05,14763950,1
2023-06-16,150.3,151.4,149.0515,151.2,43000969,0
2023-06-19,151.0,154.6,150.75,153.8,27121561,0
2023-06-20,153.95,158.4,152.95,157.0,28564150,0
2023-06-21,155.7,159.65,155.5,157.55,22535131,0
2023-06-22,156.25,157.75,154.15,156.05,21248410,0
2023-06-23,155.35,155.7,152.4,154.65,19918080,0
2023-06-26,154.1,156.0,152.6,154.8,22938010,0
2023-06-27,155.5,155.85,153.483,155.45,9434531,0
2023-06-28,155.75,156.7,154.8,155.8,28998641,0
2023-06-29,155.25,155.412,148.45,148.7,33796754,0
2023-06-30,148.45,151.95,146.0,151.05,22660311,0
2023-07-03,151.65,153.6,150.85,153.6,16448900,0
2023-07-04,153.95,153.95,150.7263,152.25,12380090,0
2023-07-05,151.4,152.1,149.633,151.0,13482810,0
2023-07-06,150.3,150.3,145.2,145.2,23789391,0
2023-07-07,145.4,149.401,145.1,148.5,13483050,0
2023-07-10,146.6,148.45,146.392,147.9,10336440,0
2023-07-11,148.35,148.635,145.35,145.65,22573289,0
2023-07-12,146.45,149.46,145.476,148.45,16723381,0
2023-07-13,148.0,149.75,146.65,149.3,22605039,0
2023-07-14,148.25,148.9,145.9,145.9,61482168,0
2023-07-17,145.0,146.843,143.75,146.15,25049410,1
2023-07-18,146.2,147.274,145.1,146.4,13633710,0
2023-07-19,148.0,151.88,147.55,150.95,34383578,1
2023-07-20,150.1,154.4,149.55,154.4,28550391,0
2023-07-21,154.0,155.8,152.9875,155.8,24329631,1
2023-07-24,154.5,156.7784,152.1775,156.7,21972061,1
2023-07-25,156.65,157.7,152.35,152.65,25005500,0
2023-07-26,175.0,190.95,172.35,185.0,159155391,0
2023-07-27,187.0,191.26,185.3,189.6,51748941,0
2023-07-28,188.9,194.7605,186.45,193.3,33138578,0
2023-07-31,192.05,192.85,184.85,184.85,37426406,0
2023-08-01,184.9,189.4,183.4,185.25,26376920,0
2023-08-02,183.25,187.05,181.55,183.9,41885793,0
2023-08-03,185.85,193.45,178.142,192.2,66560398,0
2023-08-04,194.05,206.79,192.8,206.5,76666148,0
2023-08-07,208.0,211.21,205.1,209.5,47985422,0
2023-08-08,207.0,209.4,203.2,207.9,56960129,0
2023-08-09,207.7,210.61,206.1,209.1,74331117,0
2023-08-10,210.3,212.0,206.9,207.8,31587811,0
2023-08-11,206.6,209.2,206.1,207.7,44908020,0
2023-08-14,208.9,209.0,205.3,209.0,51321602,0
2023-08-15,208.2,208.2,203.807,205.5,18476420,0
2023-08-16,204.1,207.59,203.6,204.2,26011480,0
2023-08-17,200.5,204.1,198.8375,202.4,18204711,0
2023-08-18,200.6,201.4105,197.522,201.2,19426391,0
2023-08-21,201.5,203.8,199.65,201.9,24479240,1
2023-08-22,202.7,205.1,200.3,201.1,18772330,1
2023-08-23,202.0,203.0,200.7,201.8,16925619,1
2023-08-24,206.0,207.5,201.6,201.7,15808390,1
2023-08-25,202.5,205.3,201.9,203.0,16442551,0
2023-08-29,206.5,212.92,204.9,212.9,64981719,0
2023-08-30,212.9,218.54,212.3,216.8,49949992,0
2023-08-31,217.2,224.47,216.3,222.3,52953141,0
2023-09-01,222.5,223.492,218.5,219.1,22086730,0
2023-09-04,220.8,223.8,218.7,219.9,31037850,0
2023-09-05,219.0,221.3,217.3,219.2,19987750,0
2023-09-06,216.7,218.8759,213.7,214.7,24156801,1
2023-09-07,213.5,223.8,213.4,223.8,25143490,1
2023-09-08,225.2,225.412,217.9,220.4,25045109,1
2023-09-11,221.1,224.341,220.506,223.6,21811779,0
2023-09-12,223.8,226.48,222.8,224.4,15156040,0
2023-09-13,224.3,226.8,223.5,225.3,24433750,0
2023-09-14,224.2,226.6,222.808,225.8,22979740,0
2023-09-15,227.8,233.0,226.3,227.4,54377969,0
2023-09-18,227.4,228.7,222.0522,224.4,26660119,0
2023-09-19,222.9,226.799,222.6,226.0,16138940,0
2023-09-20,226.5,229.1,223.3,223.7,30410570,0
2023-09-21,222.2,224.0,219.9,220.4,65237520,0
2023-09-22,219.7,224.07,218.2,220.6,24871480,0
2023-09-25,221.7,221.7,216.9569,219.8,26505770,0
2023-09-26,217.6,221.86,216.6,219.7,14816400,0
2023-09-27,219.4,220.3,215.1,218.8,17513561,0
2023-09-28,219.9,221.5,212.8,221.5,24872359,0
2023-09-29,222.4,222.9,219.1,220.9,19556900,0
2023-10-02,221.4,223.3,216.1,216.6,13670300,0
2023-10-03,216.0,218.5,211.6,212.1,13955220,0
2023-10-04,210.0,213.9,208.3,210.8,62243031,0
2023-10-05,211.8,212.6,207.8,210.5,47150281,0
2023-10-06,211.1,211.9,204.3,208.8,29942039,0
2023-10-09,207.5,210.0,204.401,205.2,22798980,0
2023-10-10,208.3,212.3,203.7,212.3,34769621,0
2023-10-11,211.0,214.0,209.4,213.1,16525750,0
2023-10-12,214.0,215.3,210.5,211.8,18043920,0
2023-10-13,210.5,216.0182,210.0714,213.2,20979320,0
2023-10-16,214.6,216.2,210.9,213.5,23323980,0
2023-10-17,213.5,218.8,211.2,215.6,28649779,0
2023-10-18,214.4,217.1,207.8,207.8,24478350,0
2023-10-19,206.0,210.0,203.3,205.6,21218320,0
2023-10-20,203.7,203.9,198.4,198.95,33958887,0
2023-10-23,197.95,204.0,196.45,203.5,21112150,0
2023-10-24,203.7,207.8,200.0,204.4,25476471,0
2023-10-25,204.3,205.0,201.7,203.0,33815199,0
2023-10-26,201.5,204.8,199.0,200.5,23081600,0
2023-10-27,201.1,202.3,197.2,200.4,19721930,0
2023-10-30,201.4,203.2,200.4,202.0,55754602,1
2023-10-31,207.6,215.4,200.4,215.4,70932242,0
2023-11-01,216.5,221.0,214.7,220.3,58604199,0
2023-11-02,223.3,225.6,218.7,223.6,29447330,0
2023-11-03,223.6,225.1,220.0,220.9,57707609,0
2023-11-06,221.0,226.0,218.8,224.1,26537439,0
2023-11-07,224.5,227.1068,223.5,226.0,19678221,0
2023-11-08,228.0,236.7,227.7,232.4,120596398,0
2023-11-09,231.4,233.9,227.9,232.8,22945900,1
2023-11-10,230.5,233.7,229.3,232.0,21326920,0
2023-11-13,232.7,240.2,232.5,240.2,37517922,0
2023-11-14,237.7,241.7,230.1,239.0,49856809,0
